after_task,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8,task_9
0,0.972000
1,0.006000,0.929000
2,0.000000,0.095000,0.906000
3,0.000000,0.000000,0.011000,0.952000
4,0.000000,0.000000,0.000000,0.001000,0.949000
5,0.000000,0.000000,0.000000,0.000000,0.204000,0.854000
6,0.000000,0.000000,0.000000,0.000000,0.000000,0.053000,0.969000
7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.990000
8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003000,0.962000
9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.254000,0.945000
