after_task,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8,task_9
0,0.679000
1,0.000000,0.798000
2,0.000000,0.000000,0.848000
3,0.000000,0.000000,0.000000,0.785000
4,0.000000,0.000000,0.000000,0.000000,0.829000
5,0.000000,0.000000,0.000000,0.000000,0.006000,0.824000
6,0.000000,0.000000,0.000000,0.000000,0.000000,0.002000,0.839000
7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003000,0.844000
8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002000,0.861000
9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,0.852000
