after_task,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8,task_9
0,0.587000
1,0.000000,0.674000
2,0.000000,0.000000,0.706000
3,0.000000,0.000000,0.000000,0.474000
4,0.000000,0.000000,0.000000,0.000000,0.372000
5,0.000000,0.000000,0.000000,0.000000,0.000000,0.463000
6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.220000
7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.351000
8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.265000
9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.319000
