after_task,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8,task_9
0,0.679000
1,0.217000,0.771000
2,0.237000,0.229000,0.831000
3,0.128000,0.142000,0.191000,0.774000
4,0.094000,0.108000,0.161000,0.156000,0.823000
5,0.111000,0.154000,0.175000,0.133000,0.137000,0.818000
6,0.133000,0.158000,0.182000,0.174000,0.137000,0.247000,0.826000
7,0.033000,0.077000,0.091000,0.044000,0.069000,0.104000,0.032000,0.864000
8,0.045000,0.075000,0.059000,0.057000,0.036000,0.136000,0.039000,0.089000,0.876000
9,0.020000,0.028000,0.070000,0.080000,0.044000,0.022000,0.012000,0.049000,0.032000,0.849000
