after_task,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8,task_9
0,0.681000
1,0.677000,0.241000
2,0.413000,0.399000,0.797000
3,0.423000,0.492000,0.565000,0.670000
4,0.349000,0.370000,0.447000,0.391000,0.778000
5,0.354000,0.428000,0.451000,0.397000,0.420000,0.770000
6,0.379000,0.434000,0.522000,0.413000,0.387000,0.438000,0.770000
7,0.317000,0.417000,0.446000,0.420000,0.371000,0.407000,0.320000,0.800000
8,0.228000,0.281000,0.282000,0.213000,0.188000,0.245000,0.193000,0.190000,0.873000
9,0.211000,0.246000,0.343000,0.287000,0.260000,0.192000,0.199000,0.247000,0.288000,0.832000
