after_task,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8,task_9
0,0.634000
1,0.000000,0.831000
2,0.000000,0.000000,0.887000
3,0.000000,0.000000,0.000000,0.827000
4,0.000000,0.000000,0.000000,0.000000,0.877000
5,0.000000,0.000000,0.000000,0.000000,0.000000,0.841000
6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.886000
7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.879000
8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.898000
9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.872000
