after_task,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8,task_9
0,0.681000
1,0.000000,0.867000
2,0.000000,0.000000,0.896000
3,0.000000,0.000000,0.000000,0.827000
4,0.000000,0.000000,0.000000,0.000000,0.894000
5,0.000000,0.000000,0.000000,0.000000,0.000000,0.854000
6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.888000
7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.895000
8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.917000
9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.884000
