after_task,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8,task_9
0,0.976000
1,0.071000,0.947000
2,0.005000,0.000000,0.923000
3,0.001000,0.000000,0.000000,0.944000
4,0.000000,0.000000,0.000000,0.001000,0.960000
5,0.001000,0.000000,0.000000,0.000000,0.000000,0.882000
6,0.000000,0.000000,0.000000,0.001000,0.000000,0.000000,0.975000
7,0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.992000
8,0.001000,0.000000,0.000000,0.001000,0.000000,0.000000,0.000000,0.000000,0.967000
9,0.000000,0.000000,0.000000,0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.947000
