after_task,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8,task_9
0,0.549000
1,0.000000,0.675000
2,0.000000,0.000000,0.773000
3,0.000000,0.000000,0.000000,0.679000
4,0.000000,0.000000,0.000000,0.000000,0.757000
5,0.000000,0.000000,0.000000,0.000000,0.000000,0.761000
6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.773000
7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.802000
8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.845000
9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.834000
